Day,Date,Time,User Name,Message,Media
Tuesday,4/7/2023,5:07 pm ,Ayesha,Assalamu alikum,
Tuesday,4/7/2023,5:07 pm ,Ayesha,How are you all of you?,
Tuesday,4/7/2023,6:46 pm ,Mahnoor Sikandar,Walaikum salam ❤️❤️,
Tuesday,4/7/2023,6:46 pm ,Mahnoor Sikandar,Good.😊 What about u,
Tuesday,4/7/2023,6:50 pm ,Sehrish,Very beautiful 😅,
Tuesday,4/7/2023,7:15 pm ,Ayesha,Am good 👍,
Tuesday,4/7/2023,7:15 pm ,Ayesha,But my English is very good,
Tuesday,4/7/2023,7:15 pm ,Ayesha,How nice,
Tuesday,4/7/2023,9:31 pm ,Sehrish,Oh I know 😅in 2 days,
Tuesday,4/7/2023,9:44 pm ,Ayesha,,STK-20230702-WA0025.webp (file attached)
Wednesday,5/7/2023,8:57 am ,Mahnoor Sikandar,Gud morning everyone 🌞,
Wednesday,5/7/2023,9:06 am ,Mahnoor Sikandar,How are all of you,
Wednesday,5/7/2023,9:24 am ,Ayesha,Morning sweetie,
Wednesday,5/7/2023,9:24 am ,Ayesha,Very very good,
Wednesday,5/7/2023,9:25 am ,Ayesha,And you,
Wednesday,5/7/2023,9:41 am ,Mahnoor Sikandar,I'm also good,
Wednesday,5/7/2023,9:43 am ,Mahnoor Sikandar,What's up?,
Wednesday,5/7/2023,10:23 am ,Ayesha,🤔🤔,
Wednesday,5/7/2023,6:22 pm ,Sehrish,Good afternoon 💓,
Wednesday,5/7/2023,6:22 pm ,Sehrish,I m enjoying in Kashmir🤝,
Wednesday,5/7/2023,6:22 pm ,Sehrish,What's about pindi weather,
Wednesday,5/7/2023,6:35 pm ,Ayesha,Pindi village,
Wednesday,5/7/2023,6:35 pm ,Ayesha,Weather is so so so fine,
Wednesday,5/7/2023,6:36 pm ,Ayesha,Am a right Mahnoor,
Wednesday,5/7/2023,6:53 pm ,Amna,Hmm weather is good,
Wednesday,5/7/2023,6:54 pm ,Amna,Sehrish tell me whats your project SRS last date,
Wednesday,5/7/2023,6:54 pm ,Amna,??,
Wednesday,5/7/2023,6:57 pm ,Sehrish,I think 16,
Wednesday,5/7/2023,6:57 pm ,Sehrish,Mahnoor m I right,
Wednesday,5/7/2023,6:58 pm ,Amna,Mine is 14th july🥺,
Wednesday,5/7/2023,7:00 pm ,Sehrish,What's ur progress,
Wednesday,5/7/2023,7:01 pm ,Ayesha,Mine is 25 July,
Wednesday,5/7/2023,7:03 pm ,Amna,SyCoo i am talking about my project assignmnt🙆🏻‍♀️🙆🏻‍♀️,
Wednesday,5/7/2023,7:04 pm ,Amna,Its too tough yar  i don't know how to make my assignmnt🥹🥹🥹,
Wednesday,5/7/2023,7:06 pm ,Ayesha,,STK-20230705-WA0006.webp (file attached)
Wednesday,5/7/2023,7:07 pm ,Sehrish,You have not watch videos on utube about project,
Wednesday,5/7/2023,7:07 pm ,Ayesha,,STK-20230705-WA0002.webp (file attached)
Wednesday,5/7/2023,7:07 pm ,Sehrish,😅,
Wednesday,5/7/2023,7:08 pm ,Sehrish,Do u sign in in chatgpt?,
Wednesday,5/7/2023,7:08 pm ,Ayesha,What?,
Wednesday,5/7/2023,7:09 pm ,Amna,null,
Wednesday,5/7/2023,7:09 pm ,Ayesha,I can't understand your high level English,
Wednesday,5/7/2023,7:09 pm ,Sehrish,This message was deleted,
Wednesday,5/7/2023,7:09 pm ,Amna,Pray for us😂,
Wednesday,5/7/2023,7:09 pm ,Sehrish,😅😅,
Wednesday,5/7/2023,7:10 pm ,Sehrish,Oh plz🤣,
Wednesday,5/7/2023,7:10 pm ,Sehrish,This message was deleted,
Wednesday,5/7/2023,7:10 pm ,Sehrish,Where is sania,
Wednesday,5/7/2023,7:11 pm ,Amna,Yup right now i sign up nd  i feel that AI will do smthing for me😂,
Wednesday,5/7/2023,7:12 pm ,Amna,Thank God we are in AI generation😂😂wrna hamara kia hota,
Wednesday,5/7/2023,7:12 pm ,Sehrish,This message was deleted,
Wednesday,5/7/2023,7:12 pm ,Sehrish,This message was deleted,
Wednesday,5/7/2023,7:12 pm ,Amna,😂😂,
Wednesday,5/7/2023,7:13 pm ,Amna,Seriously 😂,
Wednesday,5/7/2023,7:14 pm ,Sehrish,This message was deleted,
Wednesday,5/7/2023,7:14 pm ,Amna,From where,
Wednesday,5/7/2023,7:15 pm ,Sehrish,Google play store zinda bad,
Wednesday,5/7/2023,7:16 pm ,Amna,Haha😂👍,
Wednesday,5/7/2023,8:22 pm ,Ayesha,,STK-20230705-WA0003.webp (file attached)
Wednesday,5/7/2023,8:23 pm ,Ayesha,Exactly,
Wednesday,5/7/2023,8:24 pm ,Ayesha,Mahnoor darling where are you?,
Wednesday,5/7/2023,8:47 pm ,Mahnoor Sikandar,"Yeah , 😅😅",
Wednesday,5/7/2023,8:48 pm ,Mahnoor Sikandar,"No, it's 14th july",
Wednesday,5/7/2023,8:51 pm ,Mahnoor Sikandar,If u want u can take help to syco 😅😅😅,
Wednesday,5/7/2023,9:19 pm ,Ayesha,Yes yes Mahnoor is right,
Wednesday,5/7/2023,9:19 pm ,Ayesha,Can i help you??,
Wednesday,5/7/2023,9:19 pm ,Ayesha,Amna zahid and sehrish ilyas,
Wednesday,5/7/2023,9:58 pm ,Sehrish,No 🤷‍♀️if I tell u my problem u will take 30 days to understand my problem🤣 I find solution of my problem when u understand it🤣,
Wednesday,5/7/2023,10:45 pm ,Ayesha,"Sehrish!!  How do you know me to much
",
Wednesday,5/7/2023,10:46 pm ,Ayesha,Aimen why you are not coming in this group?,
Wednesday,5/7/2023,10:46 pm ,Ayesha,I think your English is so weak,
Wednesday,5/7/2023,10:46 pm ,Ayesha,Am a right sehrish??,
Wednesday,5/7/2023,11:44 pm ,Amna,How irresponsible are you sehrish🤨🤨,
Wednesday,5/7/2023,11:46 pm ,Amna,Haha that's actually true😂,
Wednesday,5/7/2023,11:46 pm ,Amna,😂😂bcz she is ur frnd,
Thursday,6/7/2023,10:41 am ,Mahnoor Sikandar,Gud morning everyone 🌞,
Thursday,6/7/2023,10:41 am ,Mahnoor Sikandar,How are u all ❤️,
Thursday,6/7/2023,10:49 am ,Mahnoor Sikandar,"Hey guys , what have u all been up to ?",
Thursday,6/7/2023,10:51 am ,Mahnoor Sikandar,I think nobody will be online here,
Thursday,6/7/2023,10:53 am ,Mahnoor Sikandar,we need to chat more in this group bcz only 4 days  left to complete the requirements of the assignments of this phase.,
Thursday,6/7/2023,10:55 am ,Mahnoor Sikandar,so please guys give more time to this group to communicate to each other so we will able to collect more data🙂,
Thursday,6/7/2023,10:56 am ,Mahnoor Sikandar,is anyone online here ?,
Thursday,6/7/2023,10:59 am ,Sehrish,Oky oky,
Thursday,6/7/2023,10:59 am ,Sehrish,I m beautiful,
Thursday,6/7/2023,11:00 am ,Mahnoor Sikandar,Haha I know 😉,
Thursday,6/7/2023,11:03 am ,Laraib  Mansoor,From which group ??? This one 🤔,
Thursday,6/7/2023,11:03 am ,Mahnoor Sikandar,What update about your kashmir trip  sehrish ?,
Thursday,6/7/2023,11:03 am ,Sehrish,What's about u guyz,
Thursday,6/7/2023,11:03 am ,Sehrish,Is pindi weather is good or not,
Thursday,6/7/2023,11:04 am ,Sehrish,Both,
Thursday,6/7/2023,11:04 am ,Sehrish,It's very good,
Thursday,6/7/2023,11:04 am ,Mahnoor Sikandar,Please give time to both groups.,
Thursday,6/7/2023,11:05 am ,Sehrish,Yup,
Thursday,6/7/2023,11:05 am ,Mahnoor Sikandar,Its bit normal from previous days🙂,
Thursday,6/7/2023,11:06 am ,Sehrish,Chance of rain ?,
Thursday,6/7/2023,11:08 am ,Mahnoor Sikandar,"According to  weather update , there is a chance of rain today 🍀",
Thursday,6/7/2023,11:08 am ,Laraib  Mansoor,Cold wind is blowing here,
Thursday,6/7/2023,11:08 am ,Sehrish,Oh good,
Thursday,6/7/2023,11:11 am ,Mahnoor Sikandar,Laraib where are you in these days ??,
Thursday,6/7/2023,11:12 am ,Laraib  Mansoor,In-laws,
Thursday,6/7/2023,11:20 am ,Mahnoor Sikandar,What's update about you in these days ?,
Thursday,6/7/2023,11:20 am ,Mahnoor Sikandar,Any new,
Thursday,6/7/2023,11:22 am ,Wajihaa,My in laws are back from haj,
Thursday,6/7/2023,11:22 am ,Wajihaa,After 15 days,
Thursday,6/7/2023,11:23 am ,Mahnoor Sikandar,Mashallahhh mashallahhh❤️❤️,
Thursday,6/7/2023,11:23 am ,Wajihaa,And now a days I m bzy,
Thursday,6/7/2023,11:25 am ,Mahnoor Sikandar,Allah swt give us also a chance.😢,
Thursday,6/7/2023,11:25 am ,Laraib  Mansoor,Ameen,
Thursday,6/7/2023,11:25 am ,Laraib  Mansoor,🙄,
Thursday,6/7/2023,11:26 am ,Wajihaa,Ameen,
Thursday,6/7/2023,11:28 am ,Mahnoor Sikandar,Thats mean u have a great responsibility in your in-laws to schedule all the things .or anyone else there with you  to help you ?,
Thursday,6/7/2023,11:30 am ,Wajihaa,Obviously all family members  help one another,
Thursday,6/7/2023,11:31 am ,Mahnoor Sikandar,I mean  u did this time any new thing or previous daily work,
Thursday,6/7/2023,11:32 am ,Wajihaa,I apologize you guys because I have no time to concentrate this grup,
Thursday,6/7/2023,11:32 am ,Mahnoor Sikandar,That's great 👍,
Thursday,6/7/2023,11:33 am ,Mahnoor Sikandar,Don't worry we understand your situation🤗🤗,
Thursday,6/7/2023,11:33 am ,Wajihaa,Thanks dear,
Thursday,6/7/2023,11:33 am ,Wajihaa,♥️,
Thursday,6/7/2023,11:35 am ,Laraib  Mansoor,I'm making shami kabab 😏will you eat it??,
Thursday,6/7/2023,11:35 am ,Wajihaa,Where is Amna Sehrish and Ayesha,
Thursday,6/7/2023,11:35 am ,Wajihaa,Why not 😍,
Thursday,6/7/2023,11:36 am ,Laraib  Mansoor,Okay come here baby🥰,
Thursday,6/7/2023,11:37 am ,Wajihaa,Yesterday I make so many kabab for guests and I will so exhausted,
Thursday,6/7/2023,11:38 am ,Wajihaa,,<Media omitted>
Thursday,6/7/2023,11:38 am ,Wajihaa,It's nearly 150,
Thursday,6/7/2023,11:38 am ,Wajihaa,Thanks alot 😘,
Thursday,6/7/2023,11:40 am ,Mahnoor Sikandar,Why not . 🫣🫣,
Thursday,6/7/2023,11:41 am ,Mahnoor Sikandar,Ohhh that great 🫡🫡,
Thursday,6/7/2023,11:48 am ,Wajihaa,🥰,
Thursday,6/7/2023,11:52 am ,Wajihaa,Girls you have any idea about the month of sawan?,
Thursday,6/7/2023,11:53 am ,Wajihaa,When its begining?,
Thursday,6/7/2023,12:01 pm ,Mahnoor Sikandar,No dear I have no idea 😞,
Thursday,6/7/2023,12:02 pm ,Wajihaa,Ok no problem,
Thursday,6/7/2023,12:03 pm ,Wajihaa,You know I am allergic patient😞 the month of sawan is so difficult for me,
Thursday,6/7/2023,12:04 pm ,Wajihaa,Thesa days I can face problem of allergy that's why I asking you it's month of sawan,
Thursday,6/7/2023,1:44 pm ,Sehrish,MashaAllah ♥️,
Thursday,6/7/2023,1:44 pm ,Sehrish,Ameen inshaAllah one day 💓,
Thursday,6/7/2023,1:44 pm ,Sehrish,Oh really I can't believe that u can make any thing😅,
Thursday,6/7/2023,1:44 pm ,Sehrish,Oh good job dear,
Thursday,6/7/2023,1:44 pm ,Sehrish,May Allah pak give u health,
Thursday,6/7/2023,3:11 pm ,Amna,I am also busy guys bcz i also working on my project and no one here to guide me in this matter🥺,
Thursday,6/7/2023,5:29 pm ,Laraib  Mansoor,From this 14,
Thursday,6/7/2023,5:33 pm ,Mahnoor Sikandar,If anything u don't understand related to project u can take help to Ur supervisor 😉,
Thursday,6/7/2023,7:14 pm ,Sehrish,Yeah in vu there is no one,
Thursday,6/7/2023,7:15 pm ,Sehrish,This message was deleted,
Thursday,6/7/2023,7:16 pm ,Mahnoor Sikandar,🤣🤣,
Thursday,6/7/2023,7:17 pm ,Sehrish,Kci na dkha tu nhe jo mn na kaha,
Thursday,6/7/2023,7:17 pm ,Mahnoor Sikandar,Speak in English 😡😡,
Thursday,6/7/2023,7:18 pm ,Sehrish,Oops,
Thursday,6/7/2023,7:18 pm ,Sehrish,Is any one see what I write🤣,
Thursday,6/7/2023,7:18 pm ,Mahnoor Sikandar,Nop😉😉,
Thursday,6/7/2023,7:20 pm ,Mahnoor Sikandar,https://www.tiktok.com/t/ZSLUNR6xU/,
Thursday,6/7/2023,7:21 pm ,Sehrish,"Kind words can be short and easy to speak, but their echoes are truly endless.” – Mother Teresa",
Thursday,6/7/2023,7:21 pm ,Sehrish,Death is the golden key that opens the palace of eternity.” – John Milton,
Thursday,6/7/2023,7:21 pm ,Sehrish,"Never give up on your hard work, one day you will succeed",
Thursday,6/7/2023,7:21 pm ,Sehrish,"All theory, dear friend, is gray, but the golden tree of life springs evergreen.” – Johann Wolfgang von Goethe",
Thursday,6/7/2023,8:30 pm ,Mahnoor Sikandar,💯💯,
Thursday,6/7/2023,8:30 pm ,Wajihaa,Ok thanks,
Thursday,6/7/2023,9:39 pm ,Mahnoor Sikandar,Hello everyone,
Friday,7/7/2023,10:34 am ,Sehrish,Hi,
Friday,7/7/2023,10:34 am ,Sehrish,How r you,
Friday,7/7/2023,10:34 am ,Sehrish,Dear,
Friday,7/7/2023,10:55 am ,Mahnoor Sikandar,I'm good,
Friday,7/7/2023,10:55 am ,Mahnoor Sikandar,What about u,
Friday,7/7/2023,11:33 am ,Sehrish,I m well,
Friday,7/7/2023,12:48 pm ,"Sehrish added +92 344 4149464
",,
Friday,7/7/2023,12:52 pm ,Sehrish,Well come,
Friday,7/7/2023,12:52 pm ,Sehrish,Iqra,
Friday,7/7/2023,12:52 pm ,Sehrish,To our group,
Friday,7/7/2023,12:52 pm ,Sehrish,She is my cousin and frnd,
Friday,7/7/2023,12:57 pm ,+92 344 4149464,Most welcome 🥰,
Friday,7/7/2023,12:57 pm ,+92 344 4149464,Absolutely 🥰,
Friday,7/7/2023,2:15 pm ,Mahnoor Sikandar,,"IMG-20230707-WA0000.jpg (file attached) Jumma Mubarak  ❤️
"
Friday,7/7/2023,2:15 pm ,Mahnoor Sikandar,,IMG-20230707-WA0002.jpg (file attached)
Friday,7/7/2023,2:26 pm ,Mahnoor Sikandar,,IMG-20230707-WA0003.jpg (file attached)
Friday,7/7/2023,3:05 pm ,Mahnoor Sikandar,https://www.instagram.com/reel/Ct8tbfStwvL/?igshid=M2MyMzgzODVlNw==,
Friday,7/7/2023,3:09 pm ,Mahnoor Sikandar,https://www.instagram.com/reel/CsoGDEWoSI0/?igshid=M2MyMzgzODVlNw==,
Friday,7/7/2023,5:35 pm ,Mahnoor Sikandar,Hello everyone,
Friday,7/7/2023,5:36 pm ,Ayesha,Hello,
Friday,7/7/2023,5:37 pm ,Ayesha,What are you doing feroz,
Friday,7/7/2023,6:35 pm ,Mahnoor Sikandar,Who is froze here Ayesha ?,
Friday,7/7/2023,7:04 pm ,Ayesha,Sorry durdana,
Friday,7/7/2023,7:04 pm ,Ayesha,,STK-20230610-WA0008.webp (file attached)
Friday,7/7/2023,7:04 pm ,Ayesha,,STK-20230610-WA0006.webp (file attached)
Friday,7/7/2023,10:12 pm ,Sehrish,Ameen,
Friday,7/7/2023,10:12 pm ,Sehrish,True💞,
Friday,7/7/2023,10:13 pm ,Sehrish,💞,
Friday,7/7/2023,10:13 pm ,Sehrish,Who is feroz,
Friday,7/7/2023,10:14 pm ,Sehrish,I think ayesha frnd🤣u forget dear ayesha its female group,
Friday,7/7/2023,10:14 pm ,Sehrish,Why r u enjoying soo much,
Friday,7/7/2023,10:15 pm ,Sehrish,Iqra where r u ?in mom's home?,
Friday,7/7/2023,11:05 pm ,+92 344 4149464,Yes I am in moms house,
Friday,7/7/2023,11:05 pm ,+92 344 4149464,I am very tired,
Friday,7/7/2023,11:13 pm ,Sehrish,Why,
Friday,7/7/2023,11:33 pm ,Mahnoor Sikandar,Welcome iqra ❤️❤️❤️,
Saturday,8/7/2023,12:24 am ,+92 344 4149464,Becoz I am in tralveling😁with baby tired Mee Soo much...,
Saturday,8/7/2023,12:24 am ,+92 344 4149464,🤗,
Saturday,8/7/2023,12:33 am ,+92 344 4149464,Any our family member available 🤔,
Saturday,8/7/2023,11:32 am ,Mahnoor Sikandar,Assalam o alaikum everyone 🌞,
Saturday,8/7/2023,11:32 am ,Mahnoor Sikandar,How are u all,
Saturday,8/7/2023,3:46 pm ,Sehrish,Waalikum assalam,
Saturday,8/7/2023,3:46 pm ,Sehrish,Well,
Saturday,8/7/2023,3:46 pm ,Sehrish,What r you doing,
Saturday,8/7/2023,3:53 pm ,Mahnoor Sikandar,Taking lectures,
Saturday,8/7/2023,3:53 pm ,Mahnoor Sikandar,Nd what about u,
Saturday,8/7/2023,3:54 pm ,Sehrish,Nothing not taking lectures and I have not even done 1 assignment,
Saturday,8/7/2023,3:55 pm ,Mahnoor Sikandar,Is there an internet there ??,
Saturday,8/7/2023,3:58 pm ,Sehrish,Yeah I have done the pkg today,
Saturday,8/7/2023,3:59 pm ,Sehrish,Actually my sim was blocked that why my internet was not working,
Saturday,8/7/2023,4:00 pm ,Mahnoor Sikandar,Sehrish no one come in this group why ???,
Saturday,8/7/2023,4:01 pm ,Sehrish,I will work from today on assignments InshAllah,
Saturday,8/7/2023,4:01 pm ,Mahnoor Sikandar,How we will make this project if no one chatted here..😢😢,
Saturday,8/7/2023,4:01 pm ,Mahnoor Sikandar,Inshallahhh,
Saturday,8/7/2023,4:02 pm ,Sehrish,Yeah it's a big problem,
Saturday,8/7/2023,4:02 pm ,Sehrish,I think all girls r buzy,
Saturday,8/7/2023,4:03 pm ,Mahnoor Sikandar,These days i just give focus on project rather than assignments,
Saturday,8/7/2023,4:03 pm ,Sehrish,Amna what's your progress,
Saturday,8/7/2023,4:03 pm ,Mahnoor Sikandar,🥺🥺,
Saturday,8/7/2023,4:03 pm ,Sehrish,Do you got any information about how to convert in exel,
Saturday,8/7/2023,4:07 pm ,Mahnoor Sikandar,Yeah I have some info how we convert in into Excel,
Saturday,8/7/2023,4:07 pm ,Sehrish,Oh great,
Saturday,8/7/2023,4:08 pm ,Sehrish,Kindly all girls come in this group when they r free,
Saturday,8/7/2023,4:11 pm ,Sehrish,Half chats in this group are of invitation 🤣plz come here,
Saturday,8/7/2023,4:11 pm ,Sehrish,Etc,
Saturday,8/7/2023,4:35 pm ,Mahnoor Sikandar,Yeah 👍,
Saturday,8/7/2023,4:54 pm ,Laraib  Mansoor,I have read your chats side by side I'm sorry i can't give you proper time. You know I'm a house wife so i have busy schedule.,
Saturday,8/7/2023,4:58 pm ,Wajihaa,I know very well because I am also a house wife,
Saturday,8/7/2023,6:25 pm ,Mahnoor Sikandar,https://www.instagram.com/reel/CqAiYkEOALc/?igshid=NjIwNzIyMDk2Mg==,
Saturday,8/7/2023,6:34 pm ,Amna,Me too ..i am also tensed about my project,
Saturday,8/7/2023,6:41 pm ,Mahnoor Sikandar,What progress about Ur project .?,
Saturday,8/7/2023,6:41 pm ,Mahnoor Sikandar,How much remaining work .??,
Saturday,8/7/2023,6:47 pm ,Amna,I have done functional and non functional requirements,
Saturday,8/7/2023,6:48 pm ,Amna,But there are 5 other assignments remaining which i have to complete till 11 july,
Saturday,8/7/2023,6:50 pm ,Mahnoor Sikandar,Ahhh that's great 😃👍,
Saturday,8/7/2023,6:50 pm ,Mahnoor Sikandar,I also,
Saturday,8/7/2023,6:52 pm ,Mahnoor Sikandar,But in these days I just focus on making project 😔,
Saturday,8/7/2023,6:52 pm ,Mahnoor Sikandar,I cant take time on taking lectures and making assignments,
Saturday,8/7/2023,6:53 pm ,Amna,Same here,
Saturday,8/7/2023,6:54 pm ,Amna,Yup..it is difficult to manage all stuff,
Saturday,8/7/2023,6:54 pm ,Mahnoor Sikandar,Yeah 😢,
Saturday,8/7/2023,6:56 pm ,Amna,But in shaa Allah we will do it👍,
Saturday,8/7/2023,6:57 pm ,Sehrish,Oh my God🥲I know you guys have busy schedule,
Saturday,8/7/2023,6:58 pm ,Sehrish,InshAllah,
Saturday,8/7/2023,6:59 pm ,Amna,Yes sehrish.. what's your progress,
Saturday,8/7/2023,6:59 pm ,Mahnoor Sikandar,Inshallahhhh 😊😊,
Saturday,8/7/2023,9:04 pm ,"Aimann joined using this group's invite link
",,
Saturday,8/7/2023,9:23 pm ,Aiman,"I,m sorry i am not concentrate in group because when me online then this chat is enough. 😊🙏😐",
Saturday,8/7/2023,9:24 pm ,Sehrish,Welcome in this group dear💓,
Saturday,8/7/2023,9:24 pm ,Aiman,Most welcome dear😘,
Saturday,8/7/2023,9:25 pm ,Sehrish,When you have tym you can chat here,
Saturday,8/7/2023,9:25 pm ,Aiman,And my blessing for all you. 💋😘,
Saturday,8/7/2023,9:25 pm ,Sehrish,You can send links and pics here,
Saturday,8/7/2023,9:25 pm ,Sehrish,Thnkooo💓,
Saturday,8/7/2023,9:26 pm ,Aiman,"Actually, me online in two times in a day😂😉",
Saturday,8/7/2023,9:28 pm ,Sehrish,Hello ayimen how r yiu,
Saturday,8/7/2023,9:29 pm ,Aiman,Hello,
Saturday,8/7/2023,9:29 pm ,Aiman,This message was deleted,
Saturday,8/7/2023,9:30 pm ,Aiman,"I am not fine, what about you",
Saturday,8/7/2023,9:30 pm ,Sehrish,I m good but why you r not fine,
Saturday,8/7/2023,9:31 pm ,Aiman,Nothing serious but I am feel very weak,
Saturday,8/7/2023,9:32 pm ,Sehrish,This message was deleted,
Saturday,8/7/2023,9:33 pm ,Sehrish,It seems to me you are very careless about your health. May be you do not take physical exercise regularly.,
Saturday,8/7/2023,9:34 pm ,Aiman,Yes u are absolutely right. I am habituated to take physically exercise,
Saturday,8/7/2023,9:34 pm ,Aiman,Not*,
Saturday,8/7/2023,9:34 pm ,Sehrish,"You should take physical exercise regularly. Apart from this, you should have a balanced diet to keep yourself fit.",
Saturday,8/7/2023,9:34 pm ,Aiman,Yes u are right,
Saturday,8/7/2023,9:35 pm ,Sehrish,"If you do not take physical  regularly, you cannot keep yourself fit and do anything properly. Besides, you will become idle.",
Saturday,8/7/2023,9:37 pm ,Aiman,It seems tome you are absolutely collect. Now tell me what I should do,
Saturday,8/7/2023,9:38 pm ,Sehrish,"should take physical exercise regularly. Apart from this, you should have a balanced diet to keep yourself fit.",
Saturday,8/7/2023,9:39 pm ,Aiman,What do u mean by a balance diet. Please tell me in detail,
Saturday,8/7/2023,9:39 pm ,Sehrish,A balanced diet means to take regular food containing all the necessary ingredients needed for health in right proportion.,
Saturday,8/7/2023,9:41 pm ,Aiman,I see both taking physical exercises and eating a balance diet regularly are very important for good health,
Saturday,8/7/2023,9:41 pm ,Sehrish,Exactly! I hope you will follow both of the rules to keep yourself fit.,
Saturday,8/7/2023,9:41 pm ,Aiman,I highly appreciate your wise suggestions. Thanks,
Saturday,8/7/2023,9:45 pm ,Sehrish,You are most welcome.,
Sunday,9/7/2023,10:35 am ,Mahnoor Sikandar,Assalam o alaikum everyone,
Sunday,9/7/2023,10:35 am ,Mahnoor Sikandar,How r u all,
Sunday,9/7/2023,10:36 am ,Aimann,Wa alaikum aslam,
Sunday,9/7/2023,10:36 am ,Aimann,Fine ALHAMDULILAH,
Sunday,9/7/2023,10:36 am ,Aimann,What about  you..,
Saturday,9/7/2023,10:37 am ,Mahnoor Sikandar,Alhamduliallah I'm good,
Sunday,9/7/2023,10:38 am ,Mahnoor Sikandar,What r u doing right now ??,
Sunday,9/7/2023,10:39 am ,Aimann,Just wasting  time... 😂,
Sunday,9/7/2023,10:40 am ,Mahnoor Sikandar,U r not taking admission ?,
Sunday,9/7/2023,10:41 am ,Aimann,Next month INSHALLAH...,
Sunday,9/7/2023,10:41 am ,Aimann,You know what?Recently I have opened a social media account.,
Sunday,9/7/2023,10:42 am ,Mahnoor Sikandar,Could u plz let me know why u have opened the account ?,
